"z_number","fish_id","dna_collected_y_n","unique_plate_id","well_id","date_of_birth","date_of_beh_testing","cross_no","mother","father","gender","ld_choice_index","thigmotaxis_index","entry_to_dark_center_point_frequency","entry_to_light_center_point_frequency","ave_duration_dark_entry_cum_duration_frequency_seconds","ave_duration_light_entry_cum_duration_frequency_seconds","latency_to_enter_dark_latency_to_first","latency_to_enter_light_latency_to_first","flexibility_ci_last_30s_ci_first_30s","variance_of_bin_ci_during_test_period","speed_in_dark_center_point_mean","speed_in_light_center_point_mean","ld_ci_ltli_trial12","ld_ci_ltli_trial23","ld_ci_ltli_trial34","homeostatic_learning","ucsd_genotyping_age","rfid"
"Z2622","20191209-Plate2-1G","Y","20191209-Plate2","1G","20191204","20191210-20191211",18,"Z2622-F18","Z2622-M18","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_1G"
"Z2622","20191209-Plate2-1H","Y","20191209-Plate2","1H","20191204","20191210-20191211",18,"Z2622-F18","Z2622-M18","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_1H"
"Z2622","20191209-Plate2-2A","Y","20191209-Plate2","2A","20191204","20191210-20191211",18,"Z2622-F18","Z2622-M18","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_2A"
"Z2622","20191209-Plate2-2B","Y","20191209-Plate2","2B","20191204","20191210-20191211",18,"Z2622-F18","Z2622-M18","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_2B"
"Z2622","20191209-Plate2-2C","Y","20191209-Plate2","2C","20191204","20191210-20191211",18,"Z2622-F18","Z2622-M18","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_2C"
"Z2622","20191209-Plate2-2D","Y","20191209-Plate2","2D","20191204","20191210-20191211",19,"Z2622-F19","Z2622-M19","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_2D"
"Z2622","20191209-Plate2-2E","Y","20191209-Plate2","2E","20191204","20191210-20191211",19,"Z2622-F19","Z2622-M19","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_2E"
"Z2622","20191209-Plate2-2F","Y","20191209-Plate2","2F","20191204","20191210-20191211",19,"Z2622-F19","Z2622-M19","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_2F"
"Z2622","20191209-Plate2-2G","Y","20191209-Plate2","2G","20191204","20191210-20191211",19,"Z2622-F19","Z2622-M19","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_2G"
"Z2622","20191209-Plate2-2H","Y","20191209-Plate2","2H","20191204","20191210-20191211",19,"Z2622-F19","Z2622-M19","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_2H"
"Z2622","20191209-Plate2-3A","Y","20191209-Plate2","3A","20191204","20191210-20191211",19,"Z2622-F19","Z2622-M19","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_3A"
"Z2622","20191209-Plate2-3B","Y","20191209-Plate2","3B","20191204","20191210-20191211",19,"Z2622-F19","Z2622-M19","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_3B"
"Z2622","20191209-Plate2-3C","Y","20191209-Plate2","3C","20191204","20191210-20191211",19,"Z2622-F19","Z2622-M19","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_3C"
"Z2622","20191209-Plate2-3D","Y","20191209-Plate2","3D","20191204","20191210-20191211",19,"Z2622-F19","Z2622-M19","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_3D"
"Z2622","20191209-Plate2-3E","Y","20191209-Plate2","3E","20191204","20191210-20191211",20,"Z2622-F20","Z2622-M20","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_3E"
"Z2622","20191209-Plate2-3F","Y","20191209-Plate2","3F","20191204","20191210-20191211",20,"Z2622-F20","Z2622-M20","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_3F"
"Z2622","20191209-Plate2-3G","Y","20191209-Plate2","3G","20191204","20191210-20191211",20,"Z2622-F20","Z2622-M20","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_3G"
"Z2622","20191209-Plate2-3H","Y","20191209-Plate2","3H","20191204","20191210-20191211",20,"Z2622-F20","Z2622-M20","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_3H"
"Z2622","20191209-Plate2-4A","Y","20191209-Plate2","4A","20191204","20191210-20191211",20,"Z2622-F20","Z2622-M20","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_4A"
"Z2622","20191209-Plate2-4B","Y","20191209-Plate2","4B","20191204","20191210-20191211",20,"Z2622-F20","Z2622-M20","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_4B"
"Z2622","20191209-Plate2-4C","Y","20191209-Plate2","4C","20191204","20191210-20191211",20,"Z2622-F20","Z2622-M20","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_4C"
"Z2622","20191209-Plate2-4D","Y","20191209-Plate2","4D","20191204","20191210-20191211",20,"Z2622-F20","Z2622-M20","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_4D"
"Z2622","20191209-Plate2-4E","Y","20191209-Plate2","4E","20191204","20191210-20191211",20,"Z2622-F20","Z2622-M20","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_4E"
"Z2622","20191209-Plate2-4F","Y","20191209-Plate2","4F","20191204","20191210-20191211",21,"Z2622-F21","Z2622-M21","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_4F"
"Z2622","20191209-Plate2-4G","Y","20191209-Plate2","4G","20191204","20191210-20191211",21,"Z2622-F21","Z2622-M21","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_4G"
"Z2622","20191209-Plate2-4H","Y","20191209-Plate2","4H","20191204","20191210-20191211",21,"Z2622-F21","Z2622-M21","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_4H"
"Z2622","20191209-Plate2-5A","Y","20191209-Plate2","5A","20191204","20191210-20191211",21,"Z2622-F21","Z2622-M21","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_5A"
"Z2622","20191209-Plate2-5B","Y","20191209-Plate2","5B","20191204","20191210-20191211",21,"Z2622-F21","Z2622-M21","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_5B"
"Z2622","20191209-Plate2-5C","Y","20191209-Plate2","5C","20191204","20191210-20191211",21,"Z2622-F21","Z2622-M21","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_5C"
"Z2622","20191209-Plate2-5D","Y","20191209-Plate2","5D","20191204","20191210-20191211",21,"Z2622-F21","Z2622-M21","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_5D"
"Z2622","20191209-Plate2-5E","Y","20191209-Plate2","5E","20191204","20191210-20191211",21,"Z2622-F21","Z2622-M21","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_5E"
"Z2622","20191209-Plate2-5F","Y","20191209-Plate2","5F","20191204","20191210-20191211",21,"Z2622-F21","Z2622-M21","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_5F"
"Z2622","20191209-Plate2-5G","Y","20191209-Plate2","5G","20191204","20191210-20191211",22,"Z2622-F22","Z2622-M22","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_5G"
"Z2622","20191209-Plate2-5H","Y","20191209-Plate2","5H","20191204","20191210-20191211",22,"Z2622-F22","Z2622-M22","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_5H"
"Z2622","20191209-Plate2-6A","N","20191209-Plate2","6A","20191204","20191210-20191211",22,"Z2622-F22","Z2622-M22","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_6A"
"Z2622","20191209-Plate2-6B","N","20191209-Plate2","6B","20191204","20191210-20191211",22,"Z2622-F22","Z2622-M22","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_6B"
"Z2622","20191209-Plate2-6C","Y","20191209-Plate2","6C","20191204","20191210-20191211",22,"Z2622-F22","Z2622-M22","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_6C"
"Z2622","20191209-Plate2-6D","N","20191209-Plate2","6D","20191204","20191210-20191211",22,"Z2622-F22","Z2622-M22","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_6D"
"Z2622","20191209-Plate2-6E","Y","20191209-Plate2","6E","20191204","20191210-20191211",22,"Z2622-F22","Z2622-M22","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_6E"
"Z2622","20191209-Plate2-6F","Y","20191209-Plate2","6F","20191204","20191210-20191211",22,"Z2622-F22","Z2622-M22","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_6F"
"Z2622","20191209-Plate2-6G","Y","20191209-Plate2","6G","20191204","20191210-20191211",22,"Z2622-F22","Z2622-M22","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_6G"
"Z2622","20191209-Plate2-6H","Y","20191209-Plate2","6H","20191204","20191210-20191211",23,"Z2622-F23","Z2622-M23","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_6H"
"Z2622","20191209-Plate2-7A","Y","20191209-Plate2","7A","20191204","20191210-20191211",23,"Z2622-F23","Z2622-M23","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_7A"
"Z2622","20191209-Plate2-7B","Y","20191209-Plate2","7B","20191204","20191210-20191211",23,"Z2622-F23","Z2622-M23","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_7B"
"Z2622","20191209-Plate2-7C","Y","20191209-Plate2","7C","20191204","20191210-20191211",23,"Z2622-F23","Z2622-M23","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_7C"
"Z2622","20191209-Plate2-7D","Y","20191209-Plate2","7D","20191204","20191210-20191211",23,"Z2622-F23","Z2622-M23","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_7D"
"Z2622","20191209-Plate2-7E","Y","20191209-Plate2","7E","20191204","20191210-20191211",23,"Z2622-F23","Z2622-M23","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_7E"
"Z2622","20191209-Plate2-7F","Y","20191209-Plate2","7F","20191204","20191210-20191211",23,"Z2622-F23","Z2622-M23","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_7F"
"Z2622","20191209-Plate2-7G","Y","20191209-Plate2","7G","20191204","20191210-20191211",23,"Z2622-F23","Z2622-M23","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_7G"
"Z2622","20191209-Plate2-7H","Y","20191209-Plate2","7H","20191204","20191210-20191211",23,"Z2622-F23","Z2622-M23","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_7H"
"Z2622","20191209-Plate2-8A","Y","20191209-Plate2","8A","20191204","20191210-20191211",25,"Z2622-F25","Z2622-M25","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_8A"
"Z2622","20191209-Plate2-8B","Y","20191209-Plate2","8B","20191204","20191210-20191211",25,"Z2622-F25","Z2622-M25","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_8B"
"Z2622","20191209-Plate2-8C","Y","20191209-Plate2","8C","20191204","20191210-20191211",25,"Z2622-F25","Z2622-M25","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_8C"
"Z2622","20191209-Plate2-8D","Y","20191209-Plate2","8D","20191204","20191210-20191211",25,"Z2622-F25","Z2622-M25","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_8D"
"Z2622","20191209-Plate2-8E","Y","20191209-Plate2","8E","20191204","20191210-20191211",25,"Z2622-F25","Z2622-M25","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_8E"
"Z2622","20191209-Plate2-8F","Y","20191209-Plate2","8F","20191204","20191210-20191211",25,"Z2622-F25","Z2622-M25","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_8F"
"Z2622","20191209-Plate2-8G","Y","20191209-Plate2","8G","20191204","20191210-20191211",25,"Z2622-F25","Z2622-M25","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_8G"
"Z2622","20191209-Plate2-8H","Y","20191209-Plate2","8H","20191204","20191210-20191211",25,"Z2622-F25","Z2622-M25","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_8H"
"Z2622","20191209-Plate2-9A","Y","20191209-Plate2","9A","20191204","20191210-20191211",25,"Z2622-F25","Z2622-M25","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_9A"
"Z2622","20191209-Plate2-9B","Y","20191209-Plate2","9B","20191204","20191210-20191211",26,"Z2622-F26","Z2622-M26","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_9B"
"Z2622","20191209-Plate2-9C","Y","20191209-Plate2","9C","20191204","20191210-20191211",26,"Z2622-F26","Z2622-M26","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_9C"
"Z2622","20191209-Plate2-9D","Y","20191209-Plate2","9D","20191204","20191210-20191211",26,"Z2622-F26","Z2622-M26","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_9D"
"Z2622","20191209-Plate2-9E","Y","20191209-Plate2","9E","20191204","20191210-20191211",26,"Z2622-F26","Z2622-M26","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_9E"
"Z2622","20191209-Plate2-9F","Y","20191209-Plate2","9F","20191204","20191210-20191211",26,"Z2622-F26","Z2622-M26","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_9F"
"Z2622","20191209-Plate2-9G","Y","20191209-Plate2","9G","20191204","20191210-20191211",26,"Z2622-F26","Z2622-M26","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_9G"
"Z2622","20191209-Plate2-9H","Y","20191209-Plate2","9H","20191204","20191210-20191211",26,"Z2622-F26","Z2622-M26","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_9H"
"Z2622","20191209-Plate2-10A","Y","20191209-Plate2","10A","20191204","20191210-20191211",26,"Z2622-F26","Z2622-M26","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_10A"
"Z2622","20191209-Plate2-10B","Y","20191209-Plate2","10B","20191204","20191210-20191211",26,"Z2622-F26","Z2622-M26","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_10B"
"Z2622","20191209-Plate2-10C","Y","20191209-Plate2","10C","20191204","20191210-20191211",28,"Z2622-F28","Z2622-M28","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_10C"
"Z2622","20191209-Plate2-10D","Y","20191209-Plate2","10D","20191204","20191210-20191211",28,"Z2622-F28","Z2622-M28","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_10D"
"Z2622","20191209-Plate2-10E","Y","20191209-Plate2","10E","20191204","20191210-20191211",28,"Z2622-F28","Z2622-M28","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_10E"
"Z2622","20191209-Plate2-10F","Y","20191209-Plate2","10F","20191204","20191210-20191211",28,"Z2622-F28","Z2622-M28","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_10F"
"Z2622","20191209-Plate2-10G","Y","20191209-Plate2","10G","20191204","20191210-20191211",28,"Z2622-F28","Z2622-M28","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_10G"
"Z2622","20191209-Plate2-10H","Y","20191209-Plate2","10H","20191204","20191210-20191211",28,"Z2622-F28","Z2622-M28","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_10H"
"Z2622","20191209-Plate2-11A","Y","20191209-Plate2","11A","20191204","20191210-20191211",28,"Z2622-F28","Z2622-M28","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_11A"
"Z2622","20191209-Plate2-11B","Y","20191209-Plate2","11B","20191204","20191210-20191211",28,"Z2622-F28","Z2622-M28","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_11B"
"Z2622","20191209-Plate2-11C","Y","20191209-Plate2","11C","20191204","20191210-20191211",28,"Z2622-F28","Z2622-M28","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_11C"
"Z2622","20191209-Plate2-11D","Y","20191209-Plate2","11D","20191204","20191210-20191211",30,"Z2622-F30","Z2622-M30","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_11D"
"Z2622","20191209-Plate2-11E","Y","20191209-Plate2","11E","20191204","20191210-20191211",30,"Z2622-F30","Z2622-M30","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_11E"
"Z2622","20191209-Plate2-11F","Y","20191209-Plate2","11F","20191204","20191210-20191211",30,"Z2622-F30","Z2622-M30","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_11F"
"Z2622","20191209-Plate2-11G","Y","20191209-Plate2","11G","20191204","20191210-20191211",30,"Z2622-F30","Z2622-M30","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_11G"
"Z2622","20191209-Plate2-11H","Y","20191209-Plate2","11H","20191204","20191210-20191211",30,"Z2622-F30","Z2622-M30","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_11H"
"Z2622","20191209-Plate2-12A","Y","20191209-Plate2","12A","20191204","20191210-20191211",30,"Z2622-F30","Z2622-M30","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_12A"
"Z2622","20191209-Plate2-12B","Y","20191209-Plate2","12B","20191204","20191210-20191211",30,"Z2622-F30","Z2622-M30","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_12B"
"Z2622","20191209-Plate2-12C","Y","20191209-Plate2","12C","20191204","20191210-20191211",30,"Z2622-F30","Z2622-M30","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_12C"
"Z2622","20191209-Plate2-12D","Y","20191209-Plate2","12D","20191204","20191210-20191211",30,"Z2622-F30","Z2622-M30","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20191209_Plate2_12D"
"Z2622","20191217-Plate1-1A","Y","20191217-Plate1","1A","20191211","20191217-20191218",2,"Z2622-F2","Z2622-M3","n/a","-0.982","-0.624",2.8,3.3,0.782,294.326,224.645,0,"-0.006",0.001,"20.996",2.564,0.5,1.333,1.95,"SHH",NA,"20191217_Plate1_1A"
"Z2622","20191217-Plate1-1B","Y","20191217-Plate1","1B","20191211","20191217-20191218",2,"Z2622-F2","Z2622-M3","n/a","-0.956","-0.864",4.3,2.3,7.36,302.105,49.131,0,"-0.098",0.007,"9.885",3.064,0.037,1.99,0.193,"SHS",NA,"20191217_Plate1_1B"
"Z2622","20191217-Plate1-1C","Y","20191217-Plate1","1C","20191211","20191217-20191218",2,"Z2622-F2","Z2622-M3","n/a","-0.965","-0.901",0,1.5,0,391.743,480,0,"0.261",0.005,NA,1.557,1,1,1,"NNN",NA,"20191217_Plate1_1C"
"Z2622","20191217-Plate1-1D","Y","20191217-Plate1","1D","20191211","20191217-20191218",2,"Z2622-F2","Z2622-M3","n/a","-0.922","-0.833",2.5,3.3,5.631,233.181,178.674,0,"0.028",0.011,"4.827",2.243,1.375,0,2,"HSH",NA,"20191217_Plate1_1D"
"Z2622","20191217-Plate1-1E","Y","20191217-Plate1","1E","20191211","20191217-20191218",2,"Z2622-F2","Z2622-M3","n/a","-0.673","-0.754",20.3,18.5,3.937,34.519,4.346,0.058,"0.304",0.027,"22.929",4.067,0.267,1.235,1.908,"SHH",NA,"20191217_Plate1_1E"
"Z2622","20191217-Plate1-1F","Y","20191217-Plate1","1F","20191211","20191217-20191218",2,"Z2622-F2","Z2622-M3","n/a","-0.494","-0.792",14.3,13,8.726,27.991,3.679,0,"0.509",0.083,"7.215",3.382,1.347,0.599,1.517,"HSH",NA,"20191217_Plate1_1F"
"Z2622","20191217-Plate1-1G","Y","20191217-Plate1","1G","20191211","20191217-20191218",2,"Z2622-F2","Z2622-M3","n/a","-0.824","-0.660",9,7.5,5.131,96.464,15.081,0.008,"-0.175",0.045,"12.720",3.394,1.293,1.46,1.193,"HHH",NA,"20191217_Plate1_1G"
"Z2622","20191217-Plate1-1H","Y","20191217-Plate1","1H","20191211","20191217-20191218",2,"Z2622-F2","Z2622-M3","n/a","-0.786","-0.608",6,5.5,7.928,91.805,121.611,0.459,"0.589",0.066,"4.399",2.556,0.232,1.917,0.631,"SHS",NA,"20191217_Plate1_1H"
"Z2622","20191217-Plate1-2A","Y","20191217-Plate1","2A","20191211","20191217-20191218",3,"Z2622-F3","Z2622-M4","n/a","-0.498","-0.791",12,8.5,7.504,148.305,132.304,21.821,"0.512",0.087,"3.505",2.953,1.89,0,2,"HSH",NA,"20191217_Plate1_2A"
"Z2622","20191217-Plate1-2B","Y","20191217-Plate1","2B","20191211","20191217-20191218",3,"Z2622-F3","Z2622-M4","n/a","-0.716","-0.844",7,6,8.411,185.783,123.528,6.765,"0.031",0.088,"2.708",2.286,0.742,0,2,"SSH",NA,"20191217_Plate1_2B"
"Z2622","20191217-Plate1-2C","Y","20191217-Plate1","2C","20191211","20191217-20191218",3,"Z2622-F3","Z2622-M4","n/a","-0.716","-0.696",10.5,11,5.527,54.442,121.494,0,"0.605",0.052,"3.826",2.73,0.175,1.399,1.705,"SHH",NA,"20191217_Plate1_2C"
"Z2622","20191217-Plate1-2D","Y","20191217-Plate1","2D","20191211","20191217-20191218",3,"Z2622-F3","Z2622-M4","n/a","-0.581","-0.602",10.8,10.5,10.603,54.327,74.473,18.318,"-0.707",0.081,"3.041",3.147,1.209,0.281,1.449,"HSH",NA,"20191217_Plate1_2D"
"Z2622","20191217-Plate1-2E","Y","20191217-Plate1","2E","20191211","20191217-20191218",3,"Z2622-F3","Z2622-M4","n/a","-0.564","-0.676",8.8,9.3,15.486,81.284,44.076,0.601,"-0.027",0.061,"3.176",3.533,0.767,0.376,1.56,"SSH",NA,"20191217_Plate1_2E"
"Z2622","20191217-Plate1-2F","Y","20191217-Plate1","2F","20191211","20191217-20191218",3,"Z2622-F3","Z2622-M4","n/a","-0.640","-0.715",7.5,8,8.397,95.146,119.667,2.703,"0.188",0.061,"4.417",2.907,1.594,0.004,1.988,"HSH",NA,"20191217_Plate1_2F"
